,noun,adj,propn,adv,intj,cconj,sconj,adp,det,num,punct,symbol,pron,abbr,TTR,avg_word_len,avr_sent_len,hapax_legomena,coref,see_pron,see_det,1st_pron,2nd_pron,3rd_pron,active_voice,passive_voice,1st_prs_verb,2nd_prs_verb,3rd_prs_verb,core_verb,verbtype_ratio,da_inf,gerund,supine,verb_particle,discourse,pres_tense,past_tense,ind_mood,cond_mood,imp_mood,quot_mood,neg_polarity,nom_case,gen_case,part_case,ill_case,ine_case,ela_case,alla_case,ade_case,abl_case,tra_case,ter_case,ess_case,abe_case,com_case,nsubj,nsubj_cop,modal,acl:relc,csubj,csubj_cop,obj,ccomp,xcomp,obl,nmod,appos,nummod,amod,advcl,voc,cop,conj,cc,yneemid,emoticons
past_tense,0.42,0.77,0.08,-0.62,-0.35,-0.37,-0.19,0.05,0.34,-0.23,-0.61,-0.06,-0.15,-0.26,0.7,0.72,-0.11,0.17,-0.12,-0.22,-0.35,-0.04,-0.05,-0.2,0.29,0.84,-0.09,-0.04,-0.22,-0.51,-0.56,-0.29,-0.15,-0.42,0.86,-0.35,-0.53,1.0,-0.34,0.02,-0.38,-0.19,-0.3,-0.67,0.52,0.56,-0.31,-0.14,-0.23,0.8,0.45,-0.34,0.41,-0.04,-0.23,-0.05,0.23,-0.08,-0.55,0.15,-0.11,0.01,0.04,0.74,-0.56,-0.47,0.82,0.19,-0.02,0.02,0.45,-0.47,-0.26,-0.58,-0.45,-0.4,-0.2,-0.2
ind_mood,-0.65,-0.02,-0.35,0.41,0.17,0.21,0.47,-0.17,0.33,-0.32,0.64,-0.6,0.07,-0.57,0.14,-0.52,-0.05,0.37,0.27,-0.13,0.33,0.12,-0.12,0.24,0.61,-0.52,0.21,0.41,0.41,0.39,0.56,0.33,-0.0,0.35,-0.3,0.17,0.74,-0.34,1.0,0.05,0.46,0.09,0.52,0.6,-0.76,0.08,0.47,0.1,0.28,-0.52,-0.66,0.29,0.25,0.3,-0.54,-0.42,0.04,0.41,0.49,-0.05,0.47,-0.03,0.31,-0.05,0.17,0.66,-0.33,-0.74,-0.41,-0.66,-0.34,0.63,0.24,0.49,-0.1,0.22,0.09,0.09
cond_mood,-0.1,-0.12,0.31,-0.28,-0.34,-0.42,0.58,-0.26,-0.31,0.3,-0.37,-0.27,0.3,-0.02,0.12,0.03,0.47,0.05,0.25,0.55,-0.37,-0.65,0.1,0.12,0.48,0.01,-0.52,0.08,0.47,-0.08,-0.29,-0.25,-0.43,0.55,0.06,-0.34,0.29,0.02,0.05,1.0,0.24,-0.42,-0.42,-0.18,-0.04,0.65,0.68,-0.42,-0.78,0.06,0.29,0.32,-0.49,0.16,-0.39,-0.46,0.41,0.74,-0.48,0.28,-0.06,-0.48,-0.55,0.37,-0.01,-0.08,0.44,-0.13,0.33,0.21,0.27,-0.24,-0.27,-0.64,-0.16,-0.4,-0.42,-0.42
imp_mood,-0.5,-0.33,-0.65,0.21,-0.15,-0.29,0.2,0.11,-0.14,0.49,0.05,-0.48,0.27,-0.22,-0.18,-0.45,-0.34,-0.13,0.35,-0.1,-0.14,-0.3,-0.08,0.25,0.45,-0.44,-0.11,0.62,0.2,0.63,0.02,0.76,-0.07,0.63,-0.41,-0.15,0.55,-0.38,0.46,0.24,1.0,-0.5,0.16,0.5,-0.71,-0.16,0.66,-0.28,-0.27,-0.13,-0.44,0.28,-0.32,-0.49,-0.63,-0.57,-0.48,0.41,-0.2,0.58,0.21,-0.43,-0.34,-0.0,-0.27,0.75,-0.07,-0.54,-0.58,-0.01,-0.36,0.43,-0.41,-0.01,-0.06,-0.22,-0.49,-0.49
quot_mood,0.41,0.02,0.25,0.2,0.91,0.64,0.01,0.37,0.12,-0.37,0.25,0.55,-0.66,0.22,0.23,0.24,0.23,0.6,-0.7,-0.29,0.3,0.06,-0.14,-0.36,-0.26,0.06,0.46,-0.71,0.18,-0.3,0.27,-0.15,0.61,-0.52,0.17,0.91,0.26,-0.19,0.09,-0.42,-0.5,1.0,0.25,-0.02,0.33,-0.04,-0.63,0.29,0.48,-0.23,0.02,0.31,0.39,0.53,0.4,0.72,0.28,-0.15,0.54,-0.67,-0.04,0.82,0.37,-0.21,0.59,-0.44,-0.29,0.26,0.4,-0.1,-0.35,0.14,0.9,0.54,0.43,0.61,1.0,1.0
neg_polarity,-0.12,-0.31,-0.34,0.25,0.24,0.34,-0.2,-0.18,0.56,-0.17,0.42,0.01,-0.05,0.04,-0.11,-0.29,-0.24,-0.17,0.03,-0.4,0.73,0.12,0.3,0.36,-0.1,-0.17,-0.09,0.1,-0.31,0.41,0.78,0.13,-0.0,0.17,-0.37,0.24,0.19,-0.3,0.52,-0.42,0.16,0.25,1.0,0.56,-0.35,-0.34,0.03,0.34,0.77,-0.11,-0.51,-0.27,0.15,-0.15,-0.03,0.05,-0.53,-0.22,0.68,0.24,-0.14,0.02,0.2,-0.2,0.04,0.31,-0.38,-0.08,-0.35,-0.24,-0.76,0.38,0.44,0.62,0.08,0.33,0.25,0.25
nom_case,-0.49,-0.31,-0.11,0.25,0.19,0.34,0.04,-0.32,0.26,0.13,0.7,-0.32,0.01,-0.01,-0.53,-0.66,0.15,-0.22,0.09,0.24,0.57,0.31,-0.31,0.18,0.08,-0.73,-0.16,0.21,0.3,0.38,0.8,0.33,-0.3,0.29,-0.64,0.19,0.53,-0.67,0.6,-0.18,0.5,-0.02,0.56,1.0,-0.64,-0.56,0.23,0.3,0.38,-0.57,-0.73,0.31,-0.22,-0.16,-0.14,-0.28,-0.23,0.25,0.52,-0.03,-0.06,-0.26,-0.07,-0.63,0.2,0.71,-0.66,-0.37,-0.22,-0.31,-0.37,0.23,-0.05,0.59,0.41,0.39,-0.01,-0.01
gen_case,0.93,0.24,0.59,-0.66,0.18,-0.14,-0.17,0.08,-0.11,0.14,-0.64,0.75,-0.36,0.58,0.35,0.87,0.34,0.12,-0.57,0.07,-0.3,-0.15,0.04,-0.25,-0.38,0.67,-0.11,-0.67,-0.14,-0.82,-0.39,-0.47,0.02,-0.69,0.63,0.18,-0.54,0.52,-0.76,-0.04,-0.71,0.33,-0.35,-0.64,1.0,0.32,-0.7,-0.2,-0.09,0.55,0.82,-0.04,0.18,0.17,0.35,0.68,0.32,-0.16,-0.38,-0.22,-0.44,0.22,-0.07,0.33,-0.15,-0.9,0.52,0.87,0.7,0.6,0.18,-0.71,0.15,-0.47,0.04,-0.18,0.33,0.33
part_case,0.25,0.35,0.25,-0.47,-0.13,-0.47,0.61,-0.09,-0.06,-0.06,-0.52,-0.08,0.03,-0.2,0.81,0.57,0.28,0.56,0.0,0.06,-0.52,-0.49,0.1,0.05,0.6,0.44,-0.09,-0.04,0.34,-0.49,-0.44,-0.26,-0.13,-0.05,0.62,-0.13,0.1,0.56,0.08,0.65,-0.16,-0.04,-0.34,-0.56,0.32,1.0,0.2,-0.52,-0.48,0.36,0.55,0.2,0.28,0.49,-0.53,-0.1,0.57,0.55,-0.49,0.06,0.17,-0.09,-0.02,0.84,-0.26,-0.38,0.78,0.03,0.31,0.1,0.22,-0.2,0.04,-0.66,-0.5,-0.49,-0.05,-0.05
ill_case,-0.68,-0.38,-0.31,0.26,-0.52,-0.34,0.45,-0.29,-0.19,0.18,0.09,-0.62,0.64,-0.33,-0.19,-0.57,-0.09,-0.22,0.72,0.23,-0.07,-0.36,0.3,0.45,0.47,-0.4,-0.32,0.64,0.17,0.59,0.05,0.17,-0.33,0.91,-0.46,-0.52,0.38,-0.31,0.47,0.68,0.66,-0.63,0.03,0.23,-0.7,0.2,1.0,-0.24,-0.4,-0.24,-0.28,0.01,-0.45,-0.11,-0.49,-0.75,-0.14,0.46,-0.1,0.54,0.27,-0.59,-0.29,0.11,-0.07,0.57,-0.01,-0.58,-0.35,-0.14,-0.03,0.37,-0.33,-0.19,-0.32,-0.31,-0.63,-0.63
ine_case,-0.21,0.26,0.08,0.37,0.22,0.89,-0.65,0.15,0.67,-0.67,0.55,-0.22,-0.46,-0.26,-0.37,-0.38,0.04,-0.16,-0.29,-0.05,0.84,0.33,-0.32,-0.55,-0.19,0.04,-0.08,-0.36,-0.1,0.29,0.41,-0.41,0.11,0.07,-0.07,0.22,0.02,-0.14,0.1,-0.42,-0.28,0.29,0.34,0.3,-0.2,-0.52,-0.24,1.0,0.34,-0.14,-0.67,-0.24,-0.22,-0.17,0.58,-0.14,-0.0,-0.37,0.65,-0.28,-0.38,0.47,-0.05,-0.62,0.62,-0.05,-0.51,-0.27,-0.18,-0.64,0.14,0.0,0.29,0.68,0.64,0.88,0.29,0.29
ela_case,-0.02,-0.18,-0.16,0.31,0.31,0.39,-0.23,-0.2,0.36,-0.33,0.56,0.26,-0.04,0.11,-0.14,-0.19,-0.24,-0.09,-0.01,-0.37,0.59,0.6,0.24,0.32,-0.44,-0.23,0.34,-0.0,-0.42,0.11,0.73,0.06,0.17,-0.34,-0.33,0.31,-0.14,-0.23,0.28,-0.78,-0.27,0.48,0.77,0.38,-0.09,-0.48,-0.4,0.34,1.0,-0.3,-0.3,-0.34,0.5,0.15,0.29,0.45,-0.34,-0.56,0.77,-0.24,0.1,0.24,0.66,-0.35,0.1,0.18,-0.55,0.14,-0.17,-0.24,-0.52,0.35,0.5,0.72,0.01,0.36,0.48,0.48
alla_case,0.63,0.41,-0.05,-0.66,-0.23,-0.36,-0.43,0.24,0.29,0.14,-0.84,0.18,-0.25,0.1,0.49,0.74,-0.18,-0.1,-0.28,-0.32,-0.25,-0.44,0.09,-0.21,0.1,0.91,-0.39,-0.18,-0.37,-0.29,-0.55,-0.17,-0.11,-0.17,0.72,-0.23,-0.47,0.8,-0.52,0.06,-0.13,-0.23,-0.11,-0.57,0.55,0.36,-0.24,-0.14,-0.3,1.0,0.45,-0.34,0.02,-0.47,-0.15,0.01,-0.16,-0.11,-0.63,0.53,-0.5,-0.05,-0.4,0.66,-0.57,-0.54,0.83,0.39,-0.03,0.37,0.08,-0.52,-0.24,-0.6,-0.19,-0.36,-0.23,-0.23
ade_case,0.71,-0.02,0.42,-0.6,-0.12,-0.61,0.25,-0.08,-0.51,0.4,-0.77,0.64,0.12,0.54,0.4,0.78,0.22,0.1,-0.13,0.13,-0.68,-0.3,0.34,0.16,-0.23,0.47,-0.06,-0.25,-0.13,-0.7,-0.55,-0.24,-0.06,-0.44,0.44,-0.12,-0.5,0.45,-0.66,0.29,-0.44,0.02,-0.51,-0.73,0.82,0.55,-0.28,-0.67,-0.3,0.45,1.0,-0.02,0.18,0.26,0.03,0.53,0.25,0.02,-0.61,0.01,-0.08,-0.12,-0.02,0.57,-0.39,-0.66,0.65,0.76,0.62,0.77,0.15,-0.49,-0.05,-0.75,-0.39,-0.64,0.01,0.01
abl_case,0.06,0.0,0.28,-0.13,0.57,0.1,0.55,0.17,-0.25,0.29,0.08,-0.0,-0.41,0.08,0.15,0.07,0.56,0.59,-0.44,0.34,-0.24,-0.26,-0.63,-0.31,0.41,-0.34,0.08,-0.29,0.92,-0.3,0.0,0.26,0.06,-0.09,0.07,0.57,0.77,-0.34,0.29,0.32,0.28,0.31,-0.27,0.31,-0.04,0.2,0.01,-0.24,-0.34,-0.34,-0.02,1.0,-0.07,0.34,-0.32,0.04,0.5,0.77,-0.13,-0.4,0.06,0.12,-0.23,-0.09,0.28,0.06,-0.04,-0.13,0.4,0.06,-0.05,-0.07,0.1,-0.01,0.41,0.14,0.31,0.31
tra_case,0.14,0.39,-0.18,-0.03,0.21,-0.11,0.22,0.03,0.15,-0.37,0.08,0.12,-0.09,-0.27,0.66,0.37,-0.28,0.57,-0.04,-0.5,-0.2,0.43,0.03,0.16,0.14,0.15,0.69,0.12,-0.1,-0.37,0.01,0.21,0.31,-0.67,0.37,0.21,-0.12,0.41,0.25,-0.49,-0.32,0.39,0.15,-0.22,0.18,0.28,-0.45,-0.22,0.5,0.02,0.18,-0.07,1.0,0.5,-0.25,0.39,0.13,-0.2,0.12,-0.35,0.55,0.33,0.84,0.41,-0.3,-0.02,0.15,0.04,-0.12,-0.21,-0.12,0.27,0.31,0.13,-0.51,-0.16,0.39,0.39
ter_case,-0.0,0.1,0.47,0.08,0.31,0.1,0.69,-0.24,-0.18,-0.38,0.28,0.12,-0.01,-0.09,0.37,0.12,0.46,0.66,-0.04,0.22,-0.13,0.19,0.0,0.09,0.13,-0.2,0.42,-0.21,0.45,-0.48,0.15,-0.3,0.13,-0.35,0.11,0.31,0.23,-0.04,0.3,0.16,-0.49,0.53,-0.15,-0.16,0.17,0.49,-0.11,-0.17,0.15,-0.47,0.26,0.34,0.5,1.0,-0.01,0.33,0.73,0.26,0.28,-0.71,0.47,0.27,0.58,0.11,0.35,-0.2,-0.08,0.01,0.51,-0.2,0.13,0.12,0.51,0.08,-0.19,0.05,0.52,0.52
ess_case,0.23,-0.17,0.37,0.28,0.22,0.59,-0.56,0.13,-0.05,-0.26,0.2,0.5,-0.21,0.4,-0.54,-0.1,0.12,-0.33,-0.29,0.1,0.42,0.28,0.1,-0.32,-0.84,0.06,0.05,-0.57,-0.36,-0.02,0.13,-0.51,0.27,-0.21,-0.18,0.22,-0.43,-0.23,-0.54,-0.39,-0.63,0.4,-0.03,-0.14,0.35,-0.53,-0.49,0.58,0.29,-0.15,0.03,-0.32,-0.25,-0.01,1.0,0.49,-0.01,-0.66,0.43,-0.41,-0.37,0.45,0.04,-0.63,0.59,-0.46,-0.48,0.41,0.34,0.06,0.14,-0.18,0.36,0.38,0.51,0.55,0.41,0.41
abe_case,0.71,-0.22,0.28,-0.09,0.58,0.13,-0.06,0.19,-0.28,0.11,-0.15,0.94,-0.3,0.67,0.12,0.49,0.09,0.21,-0.51,-0.22,-0.08,0.1,0.21,-0.0,-0.67,0.15,0.38,-0.57,-0.22,-0.49,0.03,-0.07,0.45,-0.71,0.11,0.58,-0.28,-0.05,-0.42,-0.46,-0.57,0.72,0.05,-0.28,0.68,-0.1,-0.75,-0.14,0.45,0.01,0.53,0.04,0.39,0.33,0.49,1.0,0.02,-0.4,0.17,-0.44,-0.09,0.47,0.37,-0.06,0.13,-0.56,-0.09,0.77,0.54,0.5,-0.34,-0.1,0.58,0.14,0.13,0.09,0.73,0.73
com_case,0.11,0.5,0.74,-0.3,0.17,0.14,0.47,-0.16,-0.01,-0.33,0.04,-0.1,-0.29,-0.17,0.35,0.27,0.76,0.58,-0.29,0.54,-0.18,0.03,-0.47,-0.4,0.35,0.08,0.02,-0.43,0.71,-0.67,-0.13,-0.54,-0.16,-0.31,0.45,0.17,0.21,0.23,0.04,0.41,-0.48,0.28,-0.53,-0.23,0.32,0.57,-0.14,-0.0,-0.34,-0.16,0.25,0.5,0.13,0.73,-0.01,0.02,1.0,0.52,-0.09,-0.68,0.06,0.19,0.05,0.12,0.35,-0.39,0.2,-0.03,0.64,-0.22,0.61,-0.4,0.12,-0.22,0.12,0.12,0.27,0.27
nsubj,-0.1,0.07,0.28,-0.36,0.07,-0.23,0.69,-0.2,-0.08,0.3,-0.1,-0.35,-0.06,-0.11,0.27,0.05,0.6,0.4,-0.06,0.49,-0.26,-0.45,-0.39,-0.03,0.74,-0.2,-0.34,0.01,0.86,-0.23,-0.02,0.06,-0.4,0.27,0.13,0.07,0.69,-0.08,0.41,0.74,0.41,-0.15,-0.22,0.25,-0.16,0.55,0.46,-0.37,-0.56,-0.11,0.02,0.77,-0.2,0.26,-0.66,-0.4,0.52,1.0,-0.33,0.02,0.01,-0.35,-0.42,0.26,-0.01,0.15,0.3,-0.27,0.29,0.01,0.07,-0.19,-0.18,-0.36,0.06,-0.19,-0.15,-0.15
nsubj_cop,-0.34,-0.25,-0.02,0.64,0.42,0.76,-0.12,-0.12,0.37,-0.56,0.84,-0.0,-0.12,-0.08,-0.36,-0.56,0.01,0.01,-0.02,-0.13,0.82,0.45,0.08,0.06,-0.3,-0.44,0.25,-0.14,-0.08,0.34,0.82,-0.14,0.23,0.05,-0.51,0.42,0.24,-0.55,0.49,-0.48,-0.2,0.54,0.68,0.52,-0.38,-0.49,-0.1,0.65,0.77,-0.63,-0.61,-0.13,0.12,0.28,0.43,0.17,-0.09,-0.33,1.0,-0.41,0.08,0.39,0.45,-0.64,0.64,0.22,-0.81,-0.22,-0.1,-0.55,-0.36,0.47,0.66,0.92,0.34,0.74,0.55,0.55
modal,-0.05,-0.27,-0.53,-0.16,-0.53,-0.53,-0.17,-0.03,0.05,0.44,-0.49,-0.18,0.4,0.03,-0.01,-0.01,-0.47,-0.51,0.4,-0.26,-0.11,-0.51,0.47,0.4,0.16,0.23,-0.5,0.49,-0.44,0.47,-0.18,0.27,-0.26,0.59,-0.09,-0.53,-0.14,0.15,-0.05,0.28,0.58,-0.67,0.24,-0.03,-0.22,0.06,0.54,-0.28,-0.24,0.53,0.01,-0.4,-0.35,-0.71,-0.41,-0.44,-0.68,0.02,-0.41,1.0,-0.21,-0.56,-0.47,0.4,-0.59,0.22,0.41,-0.04,-0.49,0.31,-0.32,0.06,-0.43,-0.39,-0.35,-0.5,-0.67,-0.67
acl:relc,-0.55,-0.03,-0.45,0.51,-0.11,-0.27,0.57,0.01,-0.38,-0.19,0.33,-0.31,0.46,-0.52,0.22,-0.3,-0.41,0.39,0.55,-0.24,-0.41,0.33,0.14,0.38,0.28,-0.45,0.76,0.63,0.09,0.2,-0.1,0.5,0.34,-0.01,-0.21,-0.11,0.19,-0.11,0.47,-0.06,0.21,-0.04,-0.14,-0.06,-0.44,0.17,0.27,-0.38,0.1,-0.5,-0.08,0.06,0.55,0.47,-0.37,-0.09,0.06,0.01,0.08,-0.21,1.0,0.04,0.72,0.16,-0.11,0.51,-0.17,-0.49,-0.37,-0.33,0.03,0.72,0.01,0.12,-0.61,-0.29,-0.05,-0.05
csubj,0.26,0.29,-0.02,0.38,0.74,0.69,-0.27,0.73,0.18,-0.58,0.16,0.3,-0.72,-0.14,0.25,0.19,-0.1,0.59,-0.65,-0.51,0.21,0.05,-0.26,-0.66,-0.16,0.27,0.59,-0.6,0.04,-0.07,-0.1,-0.1,0.83,-0.41,0.33,0.74,0.15,0.01,-0.03,-0.48,-0.43,0.82,0.02,-0.26,0.22,-0.09,-0.59,0.47,0.24,-0.05,-0.12,0.12,0.33,0.27,0.45,0.47,0.19,-0.35,0.39,-0.56,0.04,1.0,0.3,-0.17,0.59,-0.44,-0.21,-0.01,0.06,-0.31,-0.07,0.24,0.73,0.51,0.41,0.67,0.82,0.82
csubj_cop,-0.2,0.1,-0.19,0.38,0.11,0.05,0.22,-0.12,-0.02,-0.47,0.45,0.07,0.2,-0.28,0.23,-0.08,-0.33,0.33,0.25,-0.36,-0.01,0.67,0.21,0.33,-0.14,-0.23,0.79,0.25,-0.22,-0.08,0.24,0.16,0.35,-0.47,-0.09,0.11,-0.16,0.04,0.31,-0.55,-0.34,0.37,0.2,-0.07,-0.07,-0.02,-0.29,-0.05,0.66,-0.4,-0.02,-0.23,0.84,0.58,0.04,0.37,0.05,-0.42,0.45,-0.47,0.72,0.3,1.0,0.02,-0.02,0.18,-0.3,-0.08,-0.17,-0.35,-0.09,0.51,0.36,0.4,-0.46,-0.0,0.36,0.36
obj,0.34,0.34,-0.13,-0.52,-0.28,-0.68,0.32,0.04,-0.0,0.1,-0.73,-0.01,0.1,-0.17,0.85,0.68,-0.17,0.35,0.08,-0.3,-0.61,-0.46,0.26,0.19,0.5,0.62,-0.04,0.18,-0.06,-0.35,-0.56,0.03,-0.06,-0.11,0.66,-0.28,-0.15,0.74,-0.05,0.37,-0.0,-0.21,-0.2,-0.63,0.33,0.84,0.11,-0.62,-0.35,0.66,0.57,-0.09,0.41,0.11,-0.63,-0.06,0.12,0.26,-0.64,0.4,0.16,-0.17,0.02,1.0,-0.66,-0.29,0.91,0.12,-0.03,0.25,0.03,-0.13,-0.13,-0.71,-0.7,-0.7,-0.22,-0.22
ccomp,-0.18,-0.15,0.33,0.55,0.56,0.84,-0.03,0.23,0.04,-0.46,0.55,0.05,-0.39,-0.01,-0.36,-0.4,0.38,0.22,-0.34,0.19,0.52,0.03,-0.23,-0.47,-0.2,-0.29,0.14,-0.54,0.35,0.16,0.32,-0.37,0.37,0.15,-0.26,0.56,0.42,-0.56,0.17,-0.01,-0.27,0.59,0.04,0.2,-0.15,-0.26,-0.07,0.62,0.1,-0.57,-0.39,0.28,-0.3,0.35,0.59,0.13,0.35,-0.01,0.64,-0.59,-0.11,0.59,-0.02,-0.66,1.0,-0.16,-0.63,-0.2,0.29,-0.39,0.04,0.18,0.61,0.61,0.69,0.83,0.59,0.59
xcomp,-0.83,-0.25,-0.58,0.46,-0.27,-0.11,0.22,-0.25,-0.01,0.11,0.58,-0.64,0.49,-0.42,-0.36,-0.77,-0.35,-0.21,0.63,0.01,0.11,0.35,-0.06,0.45,0.3,-0.76,0.15,0.81,0.1,0.64,0.4,0.65,-0.18,0.46,-0.65,-0.27,0.39,-0.47,0.66,-0.08,0.75,-0.44,0.31,0.71,-0.9,-0.38,0.57,-0.05,0.18,-0.54,-0.66,0.06,-0.02,-0.2,-0.46,-0.56,-0.39,0.15,0.22,0.22,0.51,-0.44,0.18,-0.29,-0.16,1.0,-0.47,-0.68,-0.67,-0.39,-0.2,0.59,-0.37,0.34,-0.19,-0.07,-0.44,-0.44
obl,0.52,0.44,0.09,-0.75,-0.3,-0.63,0.12,0.07,0.03,0.21,-0.88,0.05,-0.06,-0.02,0.73,0.79,0.03,0.21,-0.12,-0.09,-0.6,-0.54,0.07,-0.06,0.42,0.76,-0.3,-0.04,-0.01,-0.49,-0.67,-0.14,-0.21,-0.15,0.78,-0.3,-0.26,0.82,-0.33,0.44,-0.07,-0.29,-0.38,-0.66,0.52,0.78,-0.01,-0.51,-0.55,0.83,0.65,-0.04,0.15,-0.08,-0.48,-0.09,0.2,0.3,-0.81,0.41,-0.17,-0.21,-0.3,0.91,-0.63,-0.47,1.0,0.27,0.15,0.38,0.23,-0.48,-0.3,-0.86,-0.45,-0.64,-0.3,-0.3
nmod,0.86,-0.21,0.49,-0.55,0.14,-0.21,-0.18,-0.12,-0.25,0.42,-0.53,0.9,-0.11,0.87,0.03,0.66,0.26,-0.2,-0.39,0.1,-0.17,-0.11,0.31,0.1,-0.66,0.39,-0.21,-0.53,-0.34,-0.61,-0.11,-0.31,-0.07,-0.54,0.21,0.14,-0.57,0.19,-0.74,-0.13,-0.54,0.26,-0.08,-0.37,0.87,0.03,-0.58,-0.27,0.14,0.39,0.76,-0.13,0.04,0.01,0.41,0.77,-0.03,-0.27,-0.22,-0.04,-0.49,-0.01,-0.08,0.12,-0.2,-0.68,0.27,1.0,0.66,0.8,-0.15,-0.58,0.14,-0.34,0.05,-0.24,0.26,0.26
appos,0.6,-0.08,0.91,-0.48,0.31,0.04,0.29,-0.24,-0.3,0.2,-0.24,0.59,-0.24,0.64,0.05,0.46,0.84,0.19,-0.47,0.59,-0.13,-0.18,-0.08,-0.15,-0.28,0.11,-0.24,-0.71,0.38,-0.76,-0.01,-0.58,-0.19,-0.39,0.21,0.31,-0.06,-0.02,-0.41,0.33,-0.58,0.4,-0.35,-0.22,0.7,0.31,-0.35,-0.18,-0.17,-0.03,0.62,0.4,-0.12,0.51,0.34,0.54,0.64,0.29,-0.1,-0.49,-0.37,0.06,-0.17,-0.03,0.29,-0.67,0.15,0.66,1.0,0.48,0.18,-0.63,0.26,-0.3,0.29,0.01,0.41,0.41
nummod,0.67,-0.47,0.2,-0.5,-0.03,-0.56,0.06,-0.03,-0.59,0.83,-0.71,0.73,0.15,0.85,-0.03,0.51,0.12,-0.27,-0.14,0.13,-0.5,-0.44,0.37,0.27,-0.43,0.2,-0.28,-0.19,-0.21,-0.34,-0.33,0.08,-0.1,-0.16,0.03,-0.03,-0.34,0.02,-0.66,0.21,-0.01,-0.1,-0.24,-0.31,0.6,0.1,-0.14,-0.64,-0.24,0.37,0.77,0.06,-0.21,-0.2,0.06,0.5,-0.22,0.01,-0.55,0.31,-0.33,-0.31,-0.35,0.25,-0.39,-0.39,0.38,0.8,0.48,1.0,-0.24,-0.41,-0.16,-0.58,-0.09,-0.55,-0.09,-0.09
amod,-0.14,0.61,0.44,-0.22,-0.46,-0.06,-0.05,-0.13,-0.03,-0.29,-0.08,-0.37,0.05,-0.36,-0.0,0.07,0.29,-0.02,0.1,0.5,-0.27,0.26,-0.4,-0.41,0.17,0.2,-0.09,-0.04,0.21,-0.34,-0.46,-0.47,-0.3,-0.13,0.37,-0.46,-0.33,0.45,-0.34,0.27,-0.36,-0.35,-0.76,-0.37,0.18,0.22,-0.03,0.14,-0.52,0.08,0.15,-0.05,-0.12,0.13,0.14,-0.34,0.61,0.07,-0.36,-0.32,0.03,-0.07,-0.09,0.03,0.04,-0.2,0.23,-0.15,0.18,-0.24,1.0,-0.47,-0.49,-0.39,-0.04,-0.07,-0.35,-0.35
advcl,-0.61,-0.36,-0.75,0.85,0.15,0.13,0.23,0.27,-0.13,-0.24,0.49,-0.25,0.28,-0.43,-0.05,-0.57,-0.63,0.21,0.41,-0.55,0.09,0.11,0.3,0.32,0.11,-0.49,0.64,0.51,-0.12,0.71,0.21,0.58,0.58,0.35,-0.5,0.15,0.4,-0.47,0.63,-0.24,0.43,0.14,0.38,0.23,-0.71,-0.2,0.37,0.0,0.35,-0.52,-0.49,-0.07,0.27,0.12,-0.18,-0.1,-0.4,-0.19,0.47,0.06,0.72,0.24,0.51,-0.13,0.18,0.59,-0.48,-0.58,-0.63,-0.41,-0.47,1.0,0.34,0.56,-0.25,0.13,0.13,0.13
voc,0.25,-0.18,0.1,0.37,0.76,0.6,0.07,0.29,0.15,-0.44,0.26,0.45,-0.44,0.14,0.21,0.09,0.09,0.5,-0.45,-0.38,0.41,-0.1,0.19,-0.14,-0.23,0.05,0.37,-0.55,0.02,-0.04,0.35,-0.21,0.6,-0.2,0.01,0.76,0.28,-0.26,0.24,-0.27,-0.41,0.9,0.44,-0.05,0.15,0.04,-0.33,0.29,0.5,-0.24,-0.05,0.1,0.31,0.51,0.36,0.58,0.12,-0.18,0.66,-0.43,0.01,0.73,0.36,-0.13,0.61,-0.37,-0.3,0.14,0.26,-0.16,-0.49,0.34,1.0,0.56,0.27,0.56,0.9,0.9
cop,-0.38,-0.17,-0.24,0.72,0.53,0.81,-0.26,0.16,0.35,-0.49,0.85,-0.06,-0.27,-0.17,-0.38,-0.59,-0.17,0.06,-0.13,-0.29,0.75,0.48,-0.14,-0.12,-0.25,-0.47,0.4,-0.1,-0.04,0.46,0.69,0.14,0.41,0.01,-0.48,0.53,0.34,-0.58,0.49,-0.64,-0.01,0.54,0.62,0.59,-0.47,-0.66,-0.19,0.68,0.72,-0.6,-0.75,-0.01,0.13,0.08,0.38,0.14,-0.22,-0.36,0.92,-0.39,0.12,0.51,0.4,-0.71,0.61,0.34,-0.86,-0.34,-0.3,-0.58,-0.39,0.56,0.56,1.0,0.46,0.81,0.54,0.54
conj,0.16,-0.04,0.34,0.1,0.61,0.77,-0.41,0.31,0.22,-0.04,0.28,0.16,-0.69,0.28,-0.45,-0.16,0.44,-0.02,-0.68,0.24,0.54,-0.06,-0.57,-0.67,-0.24,-0.11,-0.22,-0.69,0.34,0.03,0.28,-0.2,0.13,-0.01,-0.1,0.61,0.35,-0.45,-0.1,-0.16,-0.06,0.43,0.08,0.41,0.04,-0.5,-0.32,0.64,0.01,-0.19,-0.39,0.41,-0.51,-0.19,0.51,0.13,0.12,0.06,0.34,-0.35,-0.61,0.41,-0.46,-0.7,0.69,-0.19,-0.45,0.05,0.29,-0.09,-0.04,-0.25,0.27,0.46,1.0,0.8,0.44,0.44
